brand_name,score,area_code
동춘돌곱창,15,3130077
동태랑,15,3120198
동해강릉초당짬뽕순두부,33,3110884
동해강릉초당짬뽕순두부,15,3110571
동화고옥,55,3120197
동화고옥,41,3120227
동화고옥,15,3120210
돼슐랭,40,3120118
돼슐랭,12,3110804
돼지게티,37,3130323
돼지게티,32,3110871
돼지게티,31,3110647
돼지게티,15,3110933
돼지게티,15,3130249
돼지게티,15,3110835
돼지곱닭,49,3130131
돼지곱닭,15,3110654
돼지대첩,32,3120182
돼지대첩,15,3130241
된장마을 고깃집,15,3130292
두꺼비로멘스,15,3120072
두꺼비로멘스,15,3130153
두꺼비로멘스,15,3130222
두꺼비로멘스,12,3110507
두꺼비식당,34,3110725
두꺼비식당,31,3130265
두꺼비식당,31,3110700
두꺼비식당,31,3110592
두꺼비식당,15,3110702
두꺼비식당,15,3110863
두껍삼,50,3110581
두껍삼,49,3120189
두껍삼,48,3120189
두껍삼,40,3110723
두껍삼,15,3110723
두껍삼,15,3120028
두끼,50,3120227
두끼,44,3120028
두끼,44,3130285
두끼,43,3120096
두끼,43,3130218
두끼,43,3120099
두끼,43,3130069
두끼,42,3130307
두끼,40,3120089
두끼,40,3110725
두끼,39,3120072
두끼,38,3120081
두끼,38,3130265
두끼,38,3120120
두끼,38,3130140
두끼,37,3110069
두끼,35,3120053
두끼,34,3130167
두끼,34,3120114
두끼,33,3120167
두끼,33,3110220
두끼,33,3130156
두끼,32,3120012
두끼,31,3110403
두끼,31,3120249
두끼,31,3111028
두끼,31,3120136
두끼,15,3110733
두끼,15,3110271
두끼,15,3110195
두끼,15,3110538
두두,51,3110027
두들피스,15,3110068
두레마을우동집,36,3130153
두레마을우동집,35,3120081
두레유,41,3110010
두루미,43,3110501
두르가,34,3120023
두리맛감자탕,49,3120039
두리맛감자탕,34,3120076
두리아,15,3110008
두부공작소,52,3130302
두부공작소,47,3110902
두심스 독도해물알찜,15,3110377
두어마리,53,3120181
두어마리,39,3120193
두오모,65,3110015
두찜,45,3110641
두찜,43,3110758
두찜,40,3120053
두찜,37,3130083
두찜,37,3110020
두찜,37,3120040
두찜,36,3110181
두찜,34,3110918
두찜,33,3110805
두찜,33,3111018
두찜,33,3111009
두찜,32,3110334
두찜,31,3110172
두찜,31,3110999
두찜,31,3130271
두찜,31,3130310
두찜,31,3110623
두찜,31,3120110
두찜,31,3110231
두찜,15,3110942
두찜,15,3110872
두찜,15,3110400
두찜,15,3110121
두찜,15,3111017
두찜,15,3110525
두찜,15,3110412
두찜,15,3110700
두찜,15,3110203
두찜,15,3130100
두찜,15,3110419
두찜,15,3111046
두찜,15,3111087
두찜,15,3110431
두찜,15,3110485
두찜,15,3110571
두찜,15,3110243
두찜,15,3110432
두찜,15,3120119
두찜,15,3111077
두찜,15,3110359
두찜,15,3110370
두찜,15,3130064
두찜,15,3120088
두찜,15,3110677
두코,50,3110975
두툼,62,3120018
두툼,45,3120066
두툼한가,15,3120130
둘둘치킨,44,3120029
둘둘치킨,42,3120022
둘둘치킨,41,3120210
둘둘치킨,35,3110438
둘둘치킨,32,3130063
둘둘치킨,32,3130271
둘둘치킨,32,3120150
둘둘치킨,31,3110421
둘둘치킨,31,3120222
둘둘치킨,31,3110023
둘둘치킨,31,3110669
둘둘치킨,31,3130139
둘둘치킨,31,3120089
둘둘치킨,31,3110457
둘둘치킨,31,3120182
둘둘치킨,31,3130067
둘둘치킨,31,3110723
둘둘치킨,31,3110681
둘둘치킨,31,3110259
둘둘치킨,31,3120212
둘둘치킨,31,3111051
둘둘치킨,31,3130281
둘둘치킨,31,3110107
둘둘치킨,15,3130021
둘둘치킨,15,3120130
둘둘치킨,15,3110247
둘둘치킨,15,3130203
둘둘치킨,15,3120015
둘둘치킨,15,3130311
둘둘치킨,15,3120032
둘둘치킨,15,3110102
둘둘치킨,15,3110207
둘둘치킨,15,3120009
둘둘치킨,15,3110057
둘둘치킨,15,3120113
둘둘치킨,15,3120027
둘둘치킨,15,3130312
둘둘치킨,15,3120192
둘둘치킨,15,3120017
둘둘치킨,15,3120026
둘둘치킨,15,3120033
둘둘치킨,15,3120040
둘둘치킨,15,3120047
둘둘치킨,15,3120248
둘둘치킨,15,3130285
둘둘치킨,15,3120001
둥지닭볶음탕,56,3130033
둥지닭볶음탕,40,3130191
듀레스트,36,3110895
드렁캔,33,3120185
드렁캔,32,3110151
드렁킨타이,47,3120119
드렁킨타이,41,3110628
드렁킨타이,39,3130195
드렁킨타이,34,3120129
드렁킨타이,32,3130053
드롭탑,37,3120003
드롭탑,36,3120103
드롭탑,36,3120118
드롭탑,34,3110954
드롭탑,32,3120148
드롭탑,31,3120178
드롭탑,15,3110725
드므,57,3120031
드뷰문래,15,3110759
드엠,33,3120010
드포레,48,3110062
든든국밥,37,3120185
등갈비애꼬치다,15,3120156
등초마라탕,42,3120119
등촌샤브칼국수,67,3120119
등촌샤브칼국수,57,3120229
등촌샤브칼국수,55,3110759
등촌샤브칼국수,51,3130167
등촌샤브칼국수,51,3110852
등촌샤브칼국수,51,3111039
등촌샤브칼국수,50,3120029
등촌샤브칼국수,49,3120081
등촌샤브칼국수,48,3110438
등촌샤브칼국수,48,3120074
등촌샤브칼국수,48,3120026
등촌샤브칼국수,48,3120006
등촌샤브칼국수,46,3110074
등촌샤브칼국수,45,3120243
등촌샤브칼국수,44,3110510
등촌샤브칼국수,44,3120192
등촌샤브칼국수,44,3110155
등촌샤브칼국수,44,3111074
등촌샤브칼국수,43,3120064
등촌샤브칼국수,42,3110168
등촌샤브칼국수,42,3111006
등촌샤브칼국수,41,3120078
등촌샤브칼국수,41,3130187
등촌샤브칼국수,40,3130189
등촌샤브칼국수,39,3111028
등촌샤브칼국수,38,3120067
등촌샤브칼국수,38,3110770
등촌샤브칼국수,38,3110840
등촌샤브칼국수,38,3120076
등촌샤브칼국수,38,3120169
등촌샤브칼국수,37,3130171
등촌샤브칼국수,37,3110996
등촌샤브칼국수,37,3120151
등촌샤브칼국수,37,3120091
등촌샤브칼국수,37,3120007
등촌샤브칼국수,37,3110583
등촌샤브칼국수,37,3130195
등촌샤브칼국수,36,3110716
등촌샤브칼국수,36,3110338
등촌샤브칼국수,35,3130150
등촌샤브칼국수,35,3110595
등촌샤브칼국수,35,3110131
등포,37,3110718
등포,34,3110763
디델리,44,3130178
디델리,38,3110149
디델리,34,3130248
디델리,15,3110420
디디치킨,33,3120236
디디치킨,31,3110674
디디치킨,15,3110585
디디치킨,15,3110839
디디치킨,15,3110365
디디치킨,15,3130112
디슬로,15,3130079
디어다온,44,3110564
디어리스트,38,3120104
디어모먼트,40,3110576
디오니스,33,3110973
디오니스,31,3130156
디오니스,15,3110241
디오니스,15,3120160
디오니스,15,3110618
디이롱,45,3110564
디저트 39,50,3110641
디저트 39,50,3120128
디저트 39,45,3110786
디저트 39,44,3120127
디저트 39,44,3110915
디저트 39,43,3110530
디저트 39,42,3110750
디저트 39,41,3110507
디저트 39,41,3110424
디저트 39,39,3130069
디저트 39,38,3110173
디저트 39,38,3110265
디저트 39,38,3120112
디저트 39,37,3120103
디저트 39,36,3120241
디저트 39,36,3110488
디저트 39,35,3110881
디저트 39,35,3110487
디저트 39,34,3120072
디저트 39,34,3110991
디저트 39,34,3110559
디저트 39,34,3110248
디저트 39,33,3120120
디저트 39,33,3120149
디저트 39,32,3110054
디저트 39,31,3120235
디저트 39,15,3110855
디저트 39,15,3120055
디저트 39,15,3120152
디저트 39,15,3110733
디저트 39,15,3110621
디저트 39,15,3120089
디저트 39,15,3110279
디저트 39,15,3120212
디저트 39,15,3120064
디저트 39,15,3110705
디저트 39,15,3120173
디저트 39,15,3120109
디저트 39,15,3130139
디저트 39,15,3120131
디저트 39,15,3120191
디저트 39,15,3120249
디저트 39,15,3130285
디저트 39,15,3130223
디저트 39,15,3120130
디저트 39,15,3120225
디저트 39,15,3111059
디저트 39,15,3110166
디저트 39,15,3110500
디저트 39,15,3110828
디저트 39,15,3110824
디저트 39,15,3130175
디저트샵시소,32,3110687
디저티스트,54,3111013
디진다 김치찌개,15,3110507
디초콜릿커피,31,3120222
디초콜릿커피,15,3120149
디커피,15,3110021
디퍼카페테리아,56,3110013
디폴트밸류,53,3110506
디프커피,48,3110899
디핀옥수,46,3110101
딘타이펑,64,3120189
딘타이펑,62,3001492
딘타이펑,53,3120145
딘타이펑,51,3120115
딜리커피,37,3120103
딜리커피,31,3110206
딤딤섬,60,3120028
딤딤섬,60,3120222
딤딤섬,56,3120227
딤딤섬,50,3120167
딥블루레이크,67,3110544
따뚱,50,3130302
따띠삼겹,39,3130271
따띠삼겹,36,3130265
따띠삼겹,34,3120121
따띠삼겹,15,3110300
따우전드,15,3110150
딸부자네불백,54,3120189
딸부자네불백,52,3130306
딸부자네불백,48,3130302
딸부자네불백,43,3110954
딸부자네불백,39,3120186
딸부자네불백,31,3120053
땀땀,66,3110954
땀땀,58,3120202
땀땀,48,3001492
땀땀,41,3110095
땀땀,34,3120227
땅땅치킨,37,3110428
땅땅치킨,37,3130192
땅땅치킨,35,3110746
땅땅치킨,31,3120150
땅땅치킨,15,3110503
땅땅치킨,15,3130243
땅스부대찌개,41,3110756
땅스부대찌개,37,3110422
땅스부대찌개,34,3111061
땅스부대찌개,31,3130182
땅스부대찌개,31,3111033
땅스부대찌개,31,3130138
땅스부대찌개,31,3110674
땅스부대찌개,15,3110415
땅스부대찌개,15,3110825
땅스부대찌개,15,3130311
땅스부대찌개,15,3130165
땅스부대찌개,15,3130271
땅스부대찌개,15,3130072
땅스부대찌개,15,3130056
땅스부대찌개,15,3130324
땅스부대찌개,15,3130290
땅스부대찌개,15,3130110
땅스부대찌개,15,3130170
땅스부대찌개,15,3110035
땅스부대찌개,15,3130225
땅스부대찌개,15,3110785
땅스부대찌개,15,3130198
땅스부대찌개,15,3120048
땅스부대찌개,15,3120073
땅스부대찌개,15,3130316
땅코참숯구이,78,3130066
땅코참숯구이,72,3120081
땅코참숯구이,57,3110963
땅코참숯구이,53,3120196
땅코참숯구이,52,3110127
땅코참숯구이,33,3110989
땅코참숯구이,31,3120248
땡스오트,63,3110501
땡초우동,38,3120122
땡초우동,36,3110852
땡초우동,32,3130191
땡초우동,31,3130078
땡초우동,15,3120156
땡초우동,15,3120157
땡큐맘치킨,15,3110655
떡군이네떡볶이,15,3120072
떡군이네떡볶이,15,3120127
떡깨비,15,3130065
떡미당,15,3111030
떡볶당,15,3130139
떡볶이농장,36,3110566
떡볶이스타,40,3110377
떡볶이스타,38,3120081
떡볶이스타,15,3120230
떡슐랭,38,3130265
떡슐랭,15,3110367
떡싸롱 튀김의신,48,3130004
떼루와,31,3120081
떼루와,31,3110021
떼루와,31,3130072
떼루와,15,3120189
떼루와,15,3110917
떼루와,15,3120227
떼루와,15,3110435
떼루와,15,3110216
떼르드카페,15,3120181
떼아,15,3110082
또래오래,46,3130204
또래오래,43,3110752
또래오래,43,3110272
또래오래,40,3110079
또래오래,39,3120049
또래오래,36,3110243
또래오래,33,3130154
또래오래,31,3110763
또래오래,31,3111031
또래오래,31,3130185
또래오래,31,3120132
또래오래,31,3110535
또래오래,15,3110833
또래오래,15,3130103
또래오래,15,3111087
또래오래,15,3110346
또래오래,15,3110156
또래오래,15,3110195
또래오래,15,3130158
또래오래,15,3130209
또래오래,15,3110473
또래오래,15,3110162
또래오래,15,3110695
또래오래,15,3110438
또래오래,15,3110118
또래오래,15,3110046
또래오래,15,3110341
또래오래,15,3130153
또래오래,15,3110815
또래오래,15,3110598
또래오래,15,3111052
또래오래,15,3110934
또래오래,15,3110390
또래오래,15,3111018
또래오래,15,3120217
또래오래,15,3110955
또래오래,15,3110296
또래오래,15,3110419
또래오래,15,3110377
또보겠지,65,3130175
또보겠지,58,3130190
또보겠지,48,3120103
또보겠지,37,3110566
또보겠지 떡볶이집,78,3110564
또보겠지 떡볶이집,58,3120006
또보겠지 떡볶이집,38,3120119
또보겠지 떡볶이집,15,3110126
또봉이통닭,35,3110337
또봉이통닭,31,3110431
또봉이통닭,31,3120062
또봉이통닭,31,3130206
또봉이통닭,31,3110701
또봉이통닭,15,3110457
또봉이통닭,15,3110824
또봉이통닭,15,3130301
또봉이통닭,15,3120134
또봉이통닭,15,3110483
또봉이통닭,15,3130271
또봉이통닭,15,3130322
또봉이통닭,15,3110033
또봉이통닭,15,3110805
또봉이통닭,15,3110569
또봉이통닭,15,3110686
또봉이통닭,15,3110247
또봉이통닭,15,3110077
또봉이통닭,15,3110441
또봉이통닭,15,3110424
또봉이통닭,15,3110382
또봉이통닭,15,3110362
또봉이통닭,15,3130139
또봉이통닭,15,3110419
또순이네,80,3130241
또순이네,48,3120118
또순이네,32,3130318
또순이네,31,3130002
또순이네,31,3120064
또오리,51,3110021
또올래곱창,37,3120081
또올래곱창,36,3111013
또와유 스볶이,15,3120124
뚜띠쿠치나,46,3130197
뚜띠쿠치나,42,3110184
뚜띠쿠치나,40,3120098
뚜띠쿠치나,34,3120087
뚜띠쿠치나,32,3110539
뚜레쥬르,51,3120035
뚜레쥬르,45,3130311
뚜레쥬르,45,3120137
뚜레쥬르,44,3120062
뚜레쥬르,41,3120041
뚜레쥬르,41,3120130
뚜레쥬르,41,3120056
뚜레쥬르,41,3111068
뚜레쥬르,41,3120203
뚜레쥬르,41,3120043
뚜레쥬르,40,3110438
뚜레쥬르,40,3111055
뚜레쥬르,40,3130318
뚜레쥬르,40,3120031
뚜레쥬르,39,3110758
뚜레쥬르,39,3110488
뚜레쥬르,38,3110582
뚜레쥬르,37,3111076
뚜레쥬르,37,3111006
뚜레쥬르,36,3130124
뚜레쥬르,36,3120244
뚜레쥬르,36,3110302
뚜레쥬르,36,3110072
뚜레쥬르,36,3110502
뚜레쥬르,35,3120234
뚜레쥬르,35,3110650
뚜레쥬르,35,3130303
뚜레쥬르,35,3110306
뚜레쥬르,35,3110470
뚜레쥬르,35,3120003
뚜레쥬르,35,3130248
뚜레쥬르,34,3120192
뚜레쥬르,34,3130119
뚜레쥬르,34,3110760
뚜레쥬르,34,3120039
뚜레쥬르,34,3120055
뚜레쥬르,34,3120173
뚜레쥬르,34,3120027
뚜레쥬르,34,3111032
뚜레쥬르,33,3110383
뚜레쥬르,33,3120069
뚜레쥬르,33,3110524
뚜레쥬르,33,3110662
뚜레쥬르,32,3120222
뚜레쥬르,32,3120197
뚜레쥬르,32,3120148
뚜레쥬르,32,3120098
뚜레쥬르,32,3120068
뚜레쥬르,31,3120106
뚜레쥬르,31,3111043
뚜레쥬르,31,3130217
뚜레쥬르,31,3130083
뚜레쥬르,31,3110972
뚜레쥬르,31,3110548
뚜레쥬르,31,3110296
뚜레쥬르,31,3120107
뚜레쥬르,31,3120153
뚜레쥬르,31,3110046
뚜레쥬르,31,3110495
뚜레쥬르,31,3110604
뚜레쥬르,31,3111028
뚜레쥬르,31,3110686
뚜레쥬르,31,3111022
뚜레쥬르,31,3130122
뚜레쥬르,31,3120246
뚜레쥬르,15,3110674
뚜레쥬르,15,3120107
뚜레쥬르,15,3130208
뚜레쥬르,15,3130210
뚜레쥬르,15,3120049
뚜레쥬르,15,3110667
뚜레쥬르,15,3110652
뚜레쥬르,15,3110461
뚜레쥬르,15,3110471
뚜레쥬르,15,3110768
뚜레쥬르,15,3130326
뚜레쥬르,15,3130175
뚜레쥬르,15,3110853
뚜레쥬르,15,3110438
뚜레쥬르,15,3110539
뚜레쥬르,15,3110999
뚜레쥬르,15,3111028
뚜레쥬르,15,3120157
뚜레쥬르,15,3110562
뚜레쥬르,15,3110665
뚜레쥬르,15,3120200
뚜레쥬르,15,3120235
뚜레쥬르,15,3110430
뚜레쥬르,15,3130140
뚜레쥬르,15,3120063
뚜레쥬르,15,3110399
뚜레쥬르,15,3120061
뚜레쥬르,15,3110328
뚜레쥬르,15,3110607
뚜레쥬르,15,3110260
뚜레쥬르,15,3120052
뚜레쥬르,15,3110618
뚜레쥬르,15,3120067
뚜스뚜스,44,3110762
뚜스뚜스,42,3110667
뚜스뚜스,39,3110842
뚝도농원,62,3130071
뚝방닭구이,54,3120006
뚝방닭구이,43,3120044
뚝배기양평해장국,41,3120004
뚝배기양평해장국,31,3110229
뚝배기양평해장국,31,3120052
뚝배기양평해장국,31,3110583
뚝배기양평해장국,15,3110967
뚝배기양평해장국,15,3110369
뚝심한우,45,3120149
뚝심한우,45,3120026
뚝심한우,43,3120006
뚝심한우,37,3120021
뚝심한우,37,3120210
뚝심한우,15,3120119
뚝심한우,15,3120114
뚠뚠이김밥,33,3120189
뚱뚱이할머니족발보쌈,15,3130056
뚱보집,40,3120187
뚱보집,39,3130167
뚱보집,32,3120189
뚱보집,31,3130274
뜨락,56,3120214
뜨락,33,3110073
뜨락,31,3111089
뜨락,31,3120120
뜨락,31,3110783
뜨락,15,3110196
뜨락,15,3120074
뜨락,15,3130004
뜨락,15,3110302
뜨아아아커피집,45,3130066
띤띤,61,3120023
띤띤,50,3120145
띤띤,50,3120026
띤띤익스프레스,45,3120041
띤띤익스프레스,42,3120167
띤띤익스프레스,38,3120081
띵똥와플,49,3130069
띵똥와플,41,3110503
띵똥와플,35,3130079
띵똥와플,32,3110069
띵크커피,39,3120128
띵크커피,15,3120094
띵크커피,15,3110419
띵크프룻,35,3110566
라공방,51,3120076
라공방,46,3120189
라공방,44,3130302
라공방,43,3120053
라공방,41,3120157
라공방,37,3120149
라공방,35,3120041
라공방,34,3120112
라그릴리아,55,3120243
라그릴리아,54,3120023
라그릴리아,53,3120189
라그릴리아,49,3120128
라그릴리아,46,3130301
라그릴리아,41,3120236
라그릴리아,38,3120107
라까예,45,3130052
라꾸긴,55,3120127
라돌이마라탕,15,3120118
라떼킹,42,3120225
라떼킹,39,3120049
라떼킹,37,3110126
라떼킹,33,3120030
라떼킹,33,3110339
라떼킹,31,3110961
라뜰리에르지우,40,3120227
라라 수제와플,15,3110559
라라맨숀,39,3120076
라라맨숀,15,3110183
라라브레드,60,3111013
라라브레드,50,3110438
라라브레드,46,3130324
라라브레드,15,3120159
라라브레드,15,3110367
라라브레드,15,3130310
라라코스트,54,3120227
라라코스트,41,3120120
라라코스트,33,3120114
라망베이커리,31,3120101
라망시크레,56,3130025
라멘짱,45,3120149
라멘짱,34,3120041
라멘짱,15,3120063
라멘짱,15,3120167
라멘트럭,66,3120105
라멘트럭,40,3110229
라멘트럭,34,3120113
라무라,67,3110550
라무라,52,3130073
라무진,53,3120188
라무진,52,3120149
라무진,51,3110581
라무진,48,3120002
라무진,47,3120165
라무진,47,3120249
라무진,46,3110928
라무진,45,3110564
라무진,44,3120229
라무진,41,3110132
라무진,41,3110761
라무진,39,3120246
라무진,39,3110226
라무진,39,3120119
라무진,38,3130273
라무진,37,3120211
라무진,34,3120208
라무진,34,3110560
라무진,33,3130098
라무진,32,3120187
라무진,32,3120026
라무진,32,3120001
라무진,31,3120110
라무진,31,3111028
라무진,31,3130239
라무진,31,3130241
라무진,31,3120130
라무진,15,3120145
라무진,15,3120078
라무진,15,3120235
라무진,15,3130167
라무진,15,3120118
라미띠에,44,3120208
라미아파밀리아,40,3111010
라바즈,55,3120100
라밥,38,3120145
라밥,37,3120151
라밥,37,3120009
라밥,37,3130273
라밥,37,3110899
라밥,36,3130265
라밥,36,3110858
라밥,35,3120145
라밥,35,3130265
라밥,35,3120045
라밥,32,3120119
라밥,32,3110807
라밥,32,3110039
라밥,31,3120022
라밥,31,3110764
라밥,15,3110621
라밥,15,3130181
라밥,15,3120159
라벨스하이디,35,3120119
라부파마라탕,15,3110241
라비앙코코,37,3130061
라비옥,38,3110958
라사천마라탕,46,3110265
라사천마라탕,15,3110723
라사천마라탕,15,3110615
라사천마라탕,15,3130066
라사천마라탕,15,3120054
라사천마라탕,15,3120166
라사천마라탕,15,3120104
라사천마라탕,15,3110827
라사천마라탕,15,3110787
라사천마라탕,15,3110969
라사천마라탕,15,3110502
라사천마라탕,15,3110360
라사천마라탕,15,3110890
라사천마라탕,15,3110728
라스베이글,43,3110076
라스베이글,40,3110438
라스베이글,15,3120167
라스베이글,15,3110131
라스베이글,15,3120149
라스트춘선,15,3120235
라씨에트,44,3120165
라에비뉴,40,3130071
라오광식반,15,3130191
라오삐약,53,3110544
라오삐약,50,3110073
라온수제돈가스,15,3111033
라와마라탕,15,3120106
라와마라탕,15,3111026
라와마라탕,15,3110507
라와마라탕,15,3120078
라와마라탕,15,3120081
라운드브릭,34,3110178
라운드스시,38,3110062
라운지목화,31,3120240
라운지목화,15,3120130
라운지엑스,15,3130197
라운지엑스,15,3120149
라이너스바베큐,67,3130061
라이크어시네마,35,3130077
라이크어시네마,31,3110672
라인드한남,37,3120047
라지라프,43,3110136
라쿵푸마라탕,33,3120203
라쿵푸마라탕,33,3120079
라쿵푸마라탕,15,3130235
라쿵푸마라탕,15,3130063
라파리나,40,3120002
라페름,63,3110095
라프레플루트,42,3110120
라프하우스,41,3110564
라피자노스트라,42,3120210
라피자노스트라,33,3110983
라향각마라탕,41,3110667
라향각마라탕,40,3120102
라향각마라탕,32,3120023
라헬의부엌,49,3110566
라헬의부엌,41,3120113
라헬의부엌,15,3130192
라홍방 마라탕,38,3110611
라홍방 마라탕,34,3110723
라홍방 마라탕,34,3120118
라홍방 마라탕,33,3111033
라홍방 마라탕,15,3110667
라홍방 마라탕,15,3120077
라홍방 마라탕,15,3120089
라홍방 마라탕,15,3110805
라홍방 마라탕,15,3120122
라홍방 마라탕,15,3120014
라홍방 마라탕,15,3110812
라홍방 마라탕,15,3110672
라화방,45,3130167
라화방,44,3120045
라화방,38,3130273
라화방마라탕,15,3130034
라화방마라탕,15,3110435
라화쿵부,52,3120028
라화쿵부,46,3120094
라화쿵부,41,3110544
라화쿵부,41,3120219
라화쿵부,41,3120075
라화쿵부,41,3120145
라화쿵부,40,3120028
라화쿵부,40,3120240
라화쿵부,39,3110954
라화쿵부,37,3120246
라화쿵부,37,3120069
라화쿵부,35,3120079
라화쿵부,33,3120072
라화쿵부,33,3110431
라화쿵부,33,3120225
라화쿵부,33,3110799
라화쿵부,32,3130069
라화쿵부,31,3120227
라화쿵부,31,3120149
라화쿵부,31,3120113
라화쿵부,31,3110703
라화쿵부,31,3120042
라화쿵부,15,3120016
라화쿵부,15,3130189
라화쿵부,15,3120129
라화쿵부,15,3110835
라화쿵부,15,3130191
락떼스피릿,55,3110544
락소울윙,31,3130190
락희안,54,3120113
락희안,46,3110502
란수사,36,3120204
란주칼면,76,3120027
란콰이펑누들,51,3120114
란콰이펑누들,40,3110728
란콰이펑누들,39,3120119
란콰이펑누들,35,3110648
란콰이펑누들,35,3120136
란콰이펑누들,32,3120236
란콰이펑누들,15,3110673
란콰이펑누들,15,3110723
랑데자뷰,49,3110565
랑데자뷰,49,3111006
랑데자뷰,43,3120012
랑데자뷰,39,3120227
랑데자뷰,39,3110708
랑데자뷰,36,3120049
랑데자뷰,36,3120053
랑데자뷰,34,3120094
랑데자뷰,33,3120041
랑만,47,3120149
랜돌프,36,3110120
랜디스도넛,67,3120007
랜디스도넛,58,3110562
랜디스도넛,52,3110951
램반장,32,3130101
램브란트,49,3120197
램브란트,15,3120149
램스야,46,3110180
램플러스,43,3130069
랫댓,46,3110562
랫댓,15,3130186
랭스터디카페,32,3120054
랭스터디카페,31,3130269
랭스터디카페,15,3120159
랭스터디카페,15,3120113
랭스터디카페,15,3130179
랭스터디카페,15,3130270
러반로제,31,3110581
러반로제레스토랑,39,3111013
런던베이글뮤지엄,75,3120007
런던베이글뮤지엄,66,3110962
런던베이글뮤지엄,52,3120227
런이트,55,3130183
런치백,36,3110183
레그나나폴리,15,3110895
레드락,31,3110538
레드락,31,3120031
레드문,47,3110098
레드문,37,3130318
레드신,38,3120188
레드신,15,3110899
레드애플,41,3001492
레드애플,36,3120043
레드애플,35,3120033
레드애플,32,3120098
레드애플,15,3120227
레드애플,15,3130192
레드테이프,15,3110787
레레플레이,47,3130052
레몬그라스,51,3120203
레몬그라스,49,3110131
레몬그라스,44,3110977
레몬그라스,42,3120225
레몬그라스,41,3110932
레몬그라스,40,3130273
레브어,45,3120232
레스쁘아,49,3120202
레스토랑알렌,41,3120204
레스토랑오와이,15,3110976
레어커피,41,3120149
레이네,15,3110849
레이더,49,3110131
레이블,15,3120248
레이지앤코,15,3120041
레이지파머스,38,3110084
레인드랍커피,35,3130285
레인드랍커피,15,3110851
레자미오네뜨,37,3120185
레자미오네뜨,15,3001496
레코드피자,43,3130217
레코드피자,40,3120122
레코드피자,38,3120113
레코드피자,31,3110807
레코드피자,15,3110569
레코드피자,15,3120158
레코드피자,15,3130210
레코드피자,15,3110464
레코드피자,15,3120012
레프레미스,45,3110932
렌위치,57,3120149
렌위치,39,3120098
로기,15,3110095
로꼬로꼬,46,3130253
로꼬로꼬,37,3120178
로꼬브리또,40,3130312
로꼬브리또,37,3120246
로꼬브리또,15,3110159
로네펠트티하우스,49,3001496
로네펠트티하우스,45,3120001
로네펠트티하우스,37,3120003
로니로티,58,3120053
로니로티,58,3130318
로니로티,55,3120081
로드락 후라이드,15,3110455
로드락비어,15,3120119
로드샌드위치,46,3111070
로드샌드위치,39,3110524
로드샌드위치,37,3111017
로드샌드위치,15,3130140
로드샌드위치,15,3120177
로띠번,31,3120180
로라방앗간,38,3110718
로라방앗간,37,3120208
로라방앗간,36,3120023
로로옴,43,3110411
로마옥,62,3110960
로마옥,45,3110648
로바,42,3120200
로바,41,3120149
로바타탄요,46,3120188
로봇김밥,38,3110629
로봇김밥,37,3120167
로봇김밥,36,3120189
로봇김밥,32,3120101
로봇김밥,31,3120004
로봇김밥,15,3120098
로봇김밥,15,3110524
로봇초밥마켓,39,3130191
로봇카페,15,3130076
로브니,54,3120210
로스니카페,35,3120179
로스니카페,15,3110734
로스니카페,15,3110037
로스니카페,15,3110766
로스트앤베이크,51,3120234
로스트인홍콩,45,3110073
로스트피그,41,3120100
로얄멜팅클럽,38,3110095
로우루프,60,3120007
로우머,56,3110544
로우샹로우,43,3110559
로우앤슬로우,52,3001491
로우커피스탠드,73,3120051
로우커피스탠드,42,3110129
로우키,58,3110131
로우키,42,3130174
로우키,31,3120200
로우키,15,3110138
로우키,15,3110178
로지,39,3120200
로지,35,3110063
로컬릿,50,3110101
로플로플,35,3110621
로플로플,35,3120192
록갈비,39,3110869
록갈비,37,3110266
록갈비,31,3130257
록갈비,15,3110718
록갈비,15,3110559
록키,37,3120186
롤링파스타,49,3120009
롤링파스타,46,3120186
롤링파스타,45,3120072
롤링파스타,44,3120120
롤링파스타,43,3120081
롤링파스타,43,3130175
롤링파스타,41,3130069
롤링파스타,39,3130167
롤링파스타,38,3120219
롤링파스타,36,3120130
롤링파스타,35,3120249
롤링파스타,34,3130190
롤링파스타,33,3110027
롤링파스타,32,3110420
롤링핀,42,3120149
롤링핀,42,3120128
롤링핀,39,3120227
롤링핀,36,3120167
롤링핀,33,3120215
롤링핀,32,3120167
롤링핀,31,3001493
롤링핀,15,3110312
롯데리아,50,3130189
롯데리아,49,3120053
롯데리아,49,3120063
롯데리아,47,3120041
롯데리아,45,3110024
롯데리아,44,3120063
롯데리아,44,3120175
롯데리아,43,3130315
롯데리아,43,3120001
롯데리아,42,3120091
롯데리아,42,3110655
롯데리아,41,3130245
롯데리아,41,3120204
롯데리아,41,3120100
롯데리아,41,3120236
롯데리아,40,3120137
롯데리아,40,3120078
롯데리아,40,3120120
롯데리아,39,3120053
롯데리아,39,3110244
롯데리아,39,3110421
롯데리아,39,3120244
롯데리아,39,3120129
롯데리아,39,3120130
롯데리아,39,3110430
롯데리아,39,3120043
롯데리아,39,3120227
롯데리아,39,3120153
롯데리아,38,3130083
롯데리아,38,3120094
롯데리아,38,3111046
롯데리아,38,3120068
롯데리아,38,3120227
롯데리아,38,3110629
롯데리아,38,3110333
롯데리아,37,3120069
롯데리아,37,3120072
