brand_name,월간 총 검색량,월간 데스크톱 검색량,월간 모바일 검색량,일평균 검색량,블로그최근한달발행량,블로그전체기간발행량,카페최근한달발행량,카페전체기간발행량,VIEW최근한달발행량,VIEW전체기간발행량,어제까지검색량,월말까지검색량,블로그포화지수,카페포화지수,VIEW포화지수,연별 검색량-2016년,연별 검색량-2017년,연별 검색량-2018년,연별 검색량-2019년,연별 검색량-2020년,연별 검색량-2021년,연별 검색량-2022년,월별 검색비율-1월,월별 검색비율-2월,월별 검색비율-3월,월별 검색비율-4월,월별 검색비율-5월,월별 검색비율-6월,월별 검색비율-7월,월별 검색비율-8월,월별 검색비율-9월,월별 검색비율-10월,월별 검색비율-11월,월별 검색비율-12월,요일비율-월,요일비율-화,요일비율-수,요일비율-목,요일비율-금,요일비율-토,요일비율-일,연령별검색비율 - 10대 ,연령별검색비율 - 20대 ,연령별검색비율 - 30대 ,연령별검색비율 - 40대 ,연령별검색비율 - 50대 이상 ,성별검색비율 - 남성,성별검색비율 - 여성,이슈성,정보성,상업성
청년감자탕 순대국,1990,160,1830,66.33333333333333,489,5335,30,447,522,5811,280,2020.0,24.57286432160804,1.507537688442211,26.231155778894472,0,90,10,130,1080,2130,7610,6.369883430321655,7.222789540636167,9.214219304,9.438223856995378,9.678060502833466,9.009213374,8.011230996317499,8.072938639169356,7.413983319769053,9.016983102,8.531739532441918,8.020734401163713,13.08969160772205,13.375434620387534,15.049309684965154,13.832538475560083,14.18331060620308,14.527246353166184,15.942468651995917,5.97,25.99,25.24,26.74,16.06,42.8,57.2,0.5639097744360901,62.7972888,37.2027112
살롱순라,8260,1080,7180,275.3333333333333,488,5117,3,163,493,5306,1260,10810.0,5.907990314769976,0.036319613,5.968523002421308,0,0,12300,27900,22600,40700,66000,6.548839740890565,7.099799802303503,6.534026601961183,8.439044242083025,9.580277175,7.970538566979791,7.356792852,7.213439977,8.470645565200611,10.678599832958296,10.73705595938697,9.37093968390112,11.446555333782456,13.683380659683731,14.152669612550598,14.514308818489136,16.29127995915364,16.542550112832778,13.36925550350766,7.37,35.3,23.12,16.69,17.51,22.34,77.66,0.2501250625312656,60.43092378,39.56907622
족발3시30분,480,30,450,16.0,488,19427,30,3202,521,22742,80,850.0,101.66666666666666,6.25,108.54166666666669,0,0,25800,18500,17700,11600,8140,9.542393165573795,7.576976659155626,6.977229296147675,8.169371677597551,8.110669983904172,7.4587339376376764,7.943604521052682,7.8463407504091265,7.316843018928866,8.216636744884415,8.831529919090716,12.009670325617677,11.909256104197352,13.23364531856015,13.46803031647462,13.256966458994444,16.40279819436727,17.128046806766054,14.601256800640122,3.89,9.98,24.82,41.85,19.46,37.71,62.29,5.413105413105413,64.87067825,35.12932175
옥희,8030,470,7560,267.6666666666667,486,41866,168,23631,657,65824,810,6020.0,6.052303860523039,2.092154420921544,8.181818181818182,108000,80400,156100,140100,104600,95200,132100,7.807811111585199,5.948428507732319,11.78495834951461,8.123120350521045,6.409758403548996,5.670884454957119,14.279775655640792,8.270106524609968,9.489853752765203,5.477093392233018,9.462963433205507,7.275246063686233,14.861419908562029,19.245740941240754,10.247608935242706,13.040005890506338,15.742721638986728,12.986747553164683,13.875755132296746,4.13,17.41,10.15,10.5,57.81,51.92,48.08,7.875647668393783,76.88857540000001,23.1114246
만선호프,11090,1430,9660,369.6666666666667,485,32902,30,2742,518,35822,1410,11510.0,4.373309287646529,0.2705139765554554,4.670874661857529,25700,37500,78500,240500,131800,139800,334400,3.061071480858888,3.385213534952637,5.174562534589502,10.580289119403725,15.848240599277831,13.12000875860117,10.045651287081771,8.345044583986478,9.560537390677794,10.587373297905344,6.618469048476644,3.673538364188215,12.58345591581639,12.764421029567911,12.90565729209679,13.4507487305711,17.128143668968367,18.385549045760406,12.782024317219015,3.57,43.53,27.43,17.25,8.23,47.6,52.4,3.661485319516408,73.9329942,26.067005800000004
바우카페,1720,150,1570,57.333333333333336,484,28769,212,18330,699,47334,270,2320.0,28.13953488372093,12.325581395348838,40.63953488372093,50,30,70,70,2440,23700,37200,9.287655858554636,8.025626192,7.517789874792236,9.084146546285798,10.26205861764618,10.924617715569369,8.944871779390455,10.754827007131189,7.084634502361014,7.118200789453891,5.587493073549614,5.408078043,14.574621187075582,13.479202059172266,12.099615342194694,12.275662213807614,12.964606577415566,17.181131880058544,17.42516074027574,3.03,33.36,35.71,18.13,9.77,20.42,79.58,1.7656500802568218,73.9329942,26.067005800000004
에스프레소코리아,190,100,90,6.333333333333333,483,25894,110,9397,596,35467,0,0.0,254.21052631578948,57.89473684210527,313.6842105263158,8400,6500,4310,2670,2120,1520,1620,9.791096855162742,8.652370596823983,9.925598404412696,9.804826187952283,8.058785636579676,7.443558174749362,7.204839325922328,8.080590641667056,8.323682082336587,8.249119190672099,7.369673751685822,7.095859152035358,15.29432038532553,16.304694446725964,15.892066363146418,16.356601064943362,14.851978816636873,10.75583085388733,10.544508069334514,4.44,22.96,28.89,26.67,17.04,54.81,45.19,2.978406552494416,75.3861425,24.6138575
깐부치킨,44550,3750,40800,1485.0,482,45793,277,14856,763,60952,6110,50810.0,1.0819304152637486,0.6217732884399552,1.712682379349046,776600,645800,731500,688400,666000,973100,752900,7.754259116476803,7.457226586297624,7.177543239242752,7.704895737711424,8.186492802,8.466538303237742,8.487126993387745,7.908878794214075,8.168844533278126,12.411067127027732,8.227227034989847,8.049899731721913,12.045050344234175,12.437880342052596,13.18840193057137,13.447710944196404,16.876880303946038,16.848830117899187,15.15524601710024,6.01,19.72,22.38,34.77,17.13,37.16,62.84,3.281519861830743,40.69307925999999,59.30692074000001
크리스탈제이드,29130,4330,24800,971.0,482,43804,86,10613,571,54689,4200,35200.0,1.6546515619636115,0.295228286989358,1.960178510127017,206400,209000,267700,358000,321600,325500,409200,7.850959184602376,7.918035679555242,7.088769633632584,7.14831499,8.188549331386616,8.215326544320781,8.868436916498068,9.537381584826385,8.166851261542071,8.918569672,8.794086048865815,9.304719152792869,13.96391398561344,13.78436628,13.722701888131184,13.711347157095435,14.370934293662977,15.340544465305348,15.106191929349912,3.78,18.04,32.31,26.74,19.13,31.73,68.27,1.208981001727116,76.12784961,23.87215039
국제수입식당,2050,380,1670,68.33333333333333,481,35853,223,14867,708,50974,270,2690.0,23.46341463414634,10.878048780487806,34.536585365853654,0,0,0,0,10100,43100,39800,11.68138782,6.582861289995366,7.590378083523717,10.911807990291646,9.281863025,10.45666266369276,8.102144309136769,7.498940180528738,10.079679416731087,6.618014825255421,5.842142524519543,5.354117872094864,14.126422476046082,16.202565495688027,14.412003498392522,14.146205679545243,13.823107509030688,12.95090539238886,14.338789948908568,7.95,36.06,29.95,18.95,7.09,56.62,43.38,6.077795786061588,47.404479,52.595521000000005
니커버커베이글,18390,2290,16100,613.0,481,5227,21,290,505,5545,2140,16540.0,2.615551930396955,0.1141924959216965,2.7460576400217507,0,0,0,0,0,0,236400,9.594961999783475,9.010031769081362,5.4881076785597065,6.727055169841425,5.895765835299417,8.229845558777615,6.6892212373781526,12.277659326877371,10.27711742362611,10.37456034337865,8.413395794135031,7.022277863261668,16.977949655506087,13.703027333924018,12.466291282801768,12.114345846423252,12.66734027,15.811607235452838,16.259438370910342,4.23,36.28,32.13,19.24,8.12,20.58,79.42,4.866562009419153,73.9329942,26.067005800000004
메밀꽃필무렵,19380,2480,16900,646.0,481,68075,362,24573,847,93111,2930,21730.0,2.481940144478844,1.8679050567595457,4.370485036119711,319500,313200,288500,412900,404700,435900,413600,5.4241826006014335,5.799162900245528,7.059320911,8.131205197317911,9.245828376560828,9.539080413,9.63816539790828,10.776938222044084,11.091341963618508,9.820241243170434,7.423868950977189,6.050663823682387,14.274882221671495,13.498352765576968,14.116612490206045,13.67563920320331,13.315024362017134,14.74686933631678,16.372619621008255,11.66,15.29,18.42,25.61,29.02,33.53,66.47,3.03972366148532,35.97835758,64.02164242
압구정제주집,3420,590,2830,114.0,481,4958,2,89,485,5072,420,2610.0,14.06432748538012,0.0584795321637426,14.181286549707602,0,0,0,0,0,20200,37100,18.41713240377261,6.515960367023841,6.7513750880467365,6.490309254479293,8.988428295635476,7.652300921612625,7.998402626879934,6.025801565826052,7.110360684805711,9.715491600916808,7.127294903893111,7.207142287107803,16.22445680920418,16.69648849296188,13.84486807386729,13.801247783839,13.646390777809758,13.486454379704188,12.300093682613715,2.18,21.33,40.76,23.89,11.84,47.96,52.04,4.581005586592179,48.005038892,51.994961108000005
현선이네,3160,650,2510,105.33333333333331,481,32368,72,15516,556,48123,380,2860.0,15.221518987341772,2.278481012658228,17.594936708860757,39600,41200,35400,33400,36600,34300,35500,7.573687245231954,8.538690718388215,8.373254477586354,8.082404219218162,8.272938633710408,8.699944639571937,8.638022796655019,8.985675093903483,8.342403324456331,8.546587348762792,8.311815233,7.634576269030156,13.394570896480914,14.18294914272498,14.491553651151747,14.568027994524453,15.304512760291248,13.566391361114563,14.491994193712108,3.79,27.23,37.93,23.7,7.35,27.91,72.09,2.1070811744386875,82.1096298,17.890370200000007
우리소,2700,430,2270,90.0,480,35286,209,21810,692,57381,390,3300.0,17.77777777777778,7.740740740740741,25.62962962962963,25900,25000,25700,25800,26800,27900,32900,7.533890619205058,7.089799333402966,7.2189760001135905,8.137588644707423,8.818048464588898,8.671963805,8.740544369612808,8.705800526,8.450572980258283,8.156147357888763,8.703262253328187,9.773405644959311,13.683387876020277,14.16939413961362,13.916574065662202,14.41395515549509,15.045136693475769,14.895459019094334,13.876093050638715,2.01,10.86,26.22,31.37,29.54,58.05,41.95,0.932642487,29.199623192000004,70.80037681
패대기,2540,380,2160,84.66666666666667,480,45060,336,38414,820,83891,310,2400.0,18.89763779527559,13.228346456692911,32.28346456692913,11700,15200,26000,32200,30700,37100,39900,8.212628939831406,7.778471315562302,8.040032610685756,8.507842358043058,8.740109042,8.463016570791746,8.531978211509815,8.422605783,7.854053069580937,7.948196558219996,8.767736785314279,8.733328755059986,14.064741053300034,14.530624711628434,14.655565272861246,14.55200236696794,14.904986096820403,13.557181934207051,13.734898564214904,4.69,26.41,33.24,24.86,10.79,38.02,61.98,0.2072538860103626,86.53155094,13.468449060000005
더빛남,6730,700,6030,224.3333333333333,479,25969,63,7746,545,33884,1000,5930.0,7.117384843982169,0.9361069836552748,8.098068350668647,10,0,0,9810,13100,8070,48400,10.191954602867767,8.823981166091862,7.599894362,8.049952641987941,5.729389106061474,7.036178755471344,6.620935739097115,6.278175379919551,6.372911933239435,6.3405903494327855,14.355146366929914,12.60088959664228,14.086794340951752,13.086685402485118,13.134168203280929,12.327645450131042,14.420281691944014,16.55585999647672,16.38856491473043,9.12,45.26,27.33,12.81,5.48,27.92,72.08,5.391527599486521,74.19173817999999,25.80826182000001
부엌우동집,2330,190,2140,77.66666666666667,479,22068,30,2721,512,24913,340,2720.0,20.55793991416309,1.2875536480686696,21.974248927038627,0,0,1540,4840,20800,26000,27600,7.093283976876879,5.300772612356568,6.711131505002308,7.487853580873262,7.486211437491526,9.298823795657253,9.137194505,10.551481373815207,9.835473968732842,10.234946331929466,10.204213357253863,6.658613554938389,12.583382051761076,13.672834202152709,12.96879839561539,12.95015979546998,13.745843757976218,15.69986,18.37912179456881,4.36,21.3,32.6,28.79,12.96,29.81,70.19,1.4331210191082804,56.70164283599999,43.29835716400001
명가통닭,18370,870,17500,612.3333333333334,478,15755,72,2152,553,17997,2430,21030.0,2.6020685900925424,0.391943386,3.010342950462711,0,20,280,11200,105500,162700,186200,7.583462641,7.396803020362041,8.112233036602904,8.859413269171892,8.351956832238665,8.002792318670277,8.361049288634899,9.012581604529842,8.762239771,8.489819829806072,9.12573144717314,7.941916941155235,11.93826988776068,13.155022257092932,12.983994986762532,13.94395309271707,16.511467889186562,16.246326178295163,15.22096570818507,3.84,15.73,27.76,36.28,16.38,41.03,58.97,0.2839295854628052,76.27307579,23.726924210000007
8월의 중식,2110,210,1900,70.33333333333333,475,59368,7703,47420,8219,107322,290,2450.0,22.511848341232227,365.0710900473934,389.52606635071095,0,0,0,0,3170,40700,92200,7.906254642829451,10.158723237778243,9.442704732,9.754493885460764,8.621924318626482,9.307573722291645,8.604118958,8.287639002054332,7.285005699953345,6.149388625475287,6.672198107389482,7.809975067937136,12.971791250587373,13.458015568535442,13.541702133581513,13.56830425613126,13.45606422,15.342042322767128,17.66208024772699,6.35,29.99,30.1,24.58,8.98,51.83,48.17,0.5922165820642978,49.74355356,50.25644644
오마이바디,70,10,60,2.333333333333333,475,26150,229,14840,708,41195,20,170.0,678.5714285714286,327.1428571428571,1011.4285714285712,20,0,0,0,0,7130,6790,13.122324202229962,7.114261116028567,5.504307870649546,5.662370578113237,4.415300596135245,8.420963652047277,4.069061415510186,20.600253440092207,8.658336290165858,7.392540459022869,5.181253642646984,9.859026737358052,15.51502745994978,16.36723909245198,15.24283302902322,14.985816475241553,15.823081171294664,11.904905572113652,10.161097199925155,2.27,22.73,27.27,22.73,25.0,40.91,59.09,4.692082111,79.267635,20.732365
롱타임노씨,12960,1760,11200,432.0,473,19401,62,4037,538,23555,1840,14640.0,3.649691358024691,0.4783950617283951,4.151234567901234,58500,56500,82800,107200,118700,143900,167800,9.577744701110484,8.416672340318124,8.436966591301848,7.896575682,8.264079721291633,8.385169260856555,8.093942357784247,8.464348857918196,8.711924042,7.807401709,7.927948995044964,8.017225741868621,14.425578198863558,14.282257318735953,14.26787446462039,14.351458670875775,14.931281089278247,14.100752150089708,13.64079810753636,7.1,32.04,28.2,23.05,9.6,39.7,60.3,0.5526770293609672,85.8509079,14.149092098
중앙시장통닭,120,10,110,4.0,472,28864,27,4457,501,33488,0,0.0,393.3333333333333,22.5,417.5,1530,690,730,810,760,960,1400,7.262159442520442,8.020893112945926,9.35464750783012,7.727682848,8.531086145555381,8.703912730501505,9.558285015222506,8.485676393975208,8.791036312249988,8.165127064655685,7.8421240189716706,7.557369407203997,13.62805194971627,14.473695769861628,14.180419880480812,14.151769244391454,13.82064705001859,14.732639791907284,15.012776313623949,2.25,11.24,22.47,44.94,19.1,59.55,40.45,2.523240371845949,57.2610619,42.7389381
매스커피,5060,700,4360,168.66666666666666,471,24720,47,5195,521,30065,670,5120.0,9.308300395256918,0.9288537549407114,10.296442687747035,53900,48800,53800,52100,52900,62100,73000,7.463482991408492,7.562936538,8.764806863236245,9.373869217622634,8.879097188551446,8.972000595032393,8.576545094,8.760044696092546,8.495991486898797,8.218752382821023,7.622378425261124,7.310094521006805,14.33060211927257,15.088721613203615,15.285810651204418,15.13864644418105,15.022327956836271,12.759977804179483,12.373913411122592,6.65,36.29,32.33,19.9,4.84,22.81,77.19,1.3126079447322971,74.4697998,25.530200200000003
애월연어,6090,560,5530,203.0,471,17156,13,777,486,18023,690,5470.0,7.733990147783251,0.2134646962233169,7.980295566502463,20,10,10,10700,30100,50900,82800,7.876840459527076,7.915966369,7.373854051101563,8.607593586903771,8.214458178,7.927050764683735,9.56256491,9.692478026461082,8.097686886043292,9.413793997829954,8.024915476202658,7.292797293835232,14.479813858607487,14.796059011605426,14.501721104625492,14.424259320100749,14.12654973545112,14.852906245990416,12.818690723619294,16.09,37.3,19.69,18.3,8.63,23.56,76.44,0.5927682276229994,73.9329942,26.067005800000004
점보씨푸드,5120,720,4400,170.66666666666666,471,15667,78,3647,552,19411,670,5260.0,9.19921875,1.5234375,10.78125,80300,67600,14900,87000,146500,74000,86700,7.360166623,11.222893495651244,7.088670872991871,6.199445060374844,7.513285887846621,6.413585818568363,9.907852454040048,9.592544368172415,8.165641958884628,9.014655507275512,8.076522016218737,9.444735937143616,13.73326012236548,13.30787378994854,14.27813489448065,13.01676496896847,13.758739980197134,16.982963770617342,14.922262473422396,1.19,19.1,37.79,29.32,12.6,32.18,67.82,3.696027633851468,73.9329942,26.067005800000004
현차이나,940,140,800,31.33333333333333,471,57995,302,21263,777,79654,140,1490.0,50.10638297872341,32.12765957446809,82.65957446808511,1750,3660,8290,29900,17000,16500,19200,6.751305059332878,6.633364056305951,6.315645271483403,7.440365387,7.839737527588983,7.430659717416674,7.1746638550814135,22.127107464472665,8.663196299993437,6.61259716612066,5.769413101,7.241945094063845,10.979592622384184,11.877017173563932,11.41989970911816,25.894910760907464,12.867755651463773,16.890410564509985,10.070413518052506,1.6,9.84,27.93,36.44,24.2,30.45,69.55,2.223059532780708,83.2777206,16.722279400000005
메노,520,130,390,17.333333333333332,470,39177,127,14438,600,53883,80,590.0,90.3846153846154,24.423076923076923,115.38461538461536,500,640,500,310,300,4130,19500,7.157268989495183,7.611958930343525,7.920063044717993,6.6662425424754215,6.942967098888894,16.803460370609923,7.291556334002148,7.484128604746007,7.255044911280718,6.288717333739187,6.8276195014670735,11.750972338233922,10.980377182251502,12.831475736554612,13.51830739670326,18.41706738450545,15.70857255455598,15.24184081163212,13.30235893379707,3.61,30.41,33.51,16.49,15.98,33.25,66.75,1.1206896551724137,74.09919456,25.90080544
봉이밥,6030,790,5240,201.0,470,2687,5,96,477,2797,800,5590.0,7.794361526,0.08291874,7.910447761,0,0,3660,9990,16100,16500,37600,7.479247273,10.562316525988615,7.694044699019484,9.070509301423076,9.485675155580097,8.459460028448841,7.132497549486717,6.913721146672065,7.4382805780509775,9.333287062948532,9.783298201,6.647662478742363,12.882223654406404,14.921918008742152,13.921656050840866,14.17848989066233,14.625629628294542,14.475639127832943,14.994443639220767,1.88,15.84,27.14,37.32,17.81,23.99,76.01,1.4063284781516825,56.04914005,43.95085995
싱싱샐러드,5340,820,4520,178.0,470,4053,162,6624,635,10730,620,5390.0,8.801498127340825,3.033707865168539,11.89138576779026,0,10,0,0,10,2490,41800,6.121390104827374,7.272162956655845,9.052345196,10.759336729661973,10.549939652120274,10.585051927975712,7.809903439006852,9.03826872768174,8.471163683296778,7.740152121217839,7.913443758777876,4.686841702538384,15.729410873726582,16.506888093991254,16.572119373313612,15.806595960863268,14.833007460032144,10.771460514679942,9.780517723393196,6.84,37.84,24.17,22.14,9.01,18.84,81.16,0.0,84.98654219999999,15.013457800000008
본우리반상,3710,780,2930,123.66666666666669,468,25793,35,3123,506,29061,420,3400.0,12.61455525606469,0.9433962264150944,13.638814016172509,22200,15100,20900,24000,21100,21700,32400,7.363129150073172,7.648191289543756,8.536564495750355,7.268012525636973,7.591941690346903,7.990089153,11.097160570754715,9.626431831312434,8.130724823696237,8.188517069826565,9.020118813560376,7.539118586328118,16.14946080953477,16.854821117157027,16.632344393337863,16.54820832864705,14.90810793604574,9.706443091893814,9.200614323383745,1.99,22.29,34.32,24.19,17.2,34.06,65.94,6.4,62.73387205,37.26612795
어거스트힐,7470,1270,6200,249.0,468,5508,30,1072,500,6613,1320,10490.0,6.265060240963856,0.4016064257028112,6.693440428380187,0,0,28300,51000,81800,105200,92300,7.469004867495102,7.023397617385039,6.588766757944514,6.798257318980997,7.455581939395582,11.098496231661064,8.939257600403156,8.496354439427492,6.766056001998508,8.022052538325177,10.136812783078378,11.205961903904978,12.982223471863296,15.63263001204168,13.535998486807603,13.43842232258611,16.518309020469836,15.24083865269388,12.65157803,7.17,41.46,26.9,15.44,9.04,34.24,65.76,3.789673140691616,71.7222846,28.277715400000005
ORI,2920,530,2390,97.33333333333331,467,40763,417,28943,888,70055,440,3330.0,15.993150684931509,14.28082191780822,30.41095890410959,75200,61100,60000,33200,53700,58600,47800,6.976501660233309,6.823696341026139,9.022532466773354,9.029184735864746,8.914357250596195,9.669641000915757,9.538916331857148,7.419634727042605,7.521195212192184,8.852899491,8.638771439759456,7.592669342600028,14.072310346770172,13.691077862610037,14.231068343833844,14.646840378726385,14.601695927787878,14.122296020715188,14.634711119556489,8.75,52.59,24.57,10.17,3.92,36.77,63.23,7.772020725388601,83.0387292,16.9612708
인생극장,6710,810,5900,223.66666666666663,467,35648,116,16292,586,52200,830,6850.0,6.959761549925485,1.7287630402384502,8.733233979135619,46100,62800,66100,63700,72700,69800,79200,8.059720234112833,8.678112115,7.881437346194472,8.445884496897625,8.395065691,8.312072653229887,8.224037746,8.291687197589386,8.220428522201809,8.748185287856764,8.455067659608433,8.288301050324328,13.88089044,14.759727696174254,14.434410404811343,14.68502796759812,16.63251518,13.351803430657386,12.255624878627902,6.01,24.9,27.42,25.62,16.06,43.19,56.81,1.243523316062176,74.67188949999999,25.3281105
김밥나라,50650,2650,48000,1688.3333333333333,466,29776,103,13199,572,43190,6950,53850.0,0.9200394866732478,0.2033563672260612,1.129318854886476,299100,281200,304000,370900,447400,516500,648900,7.893791100982093,7.831006798173297,7.703070104556624,8.409203616563603,8.432395786693572,8.202635932508239,8.554441477208048,9.359386726753854,8.670217457299941,8.962781109119412,8.273424788276335,7.707645101864989,13.824037644145626,13.62512557008312,13.527339500534437,13.52092721380133,13.717241518630155,15.509602525921306,16.275726026884037,9.22,29.29,27.01,24.87,9.61,39.77,60.23,0.0,33.34751200000001,66.65248799999999
봉구스밥버거,98000,8200,89800,3266.6666666666665,465,42173,189,14664,657,57121,12790,93190.0,0.4744897959183673,0.1928571428571428,0.6704081632653062,1230000,1190700,3893800,1069100,1262600,1379300,1544400,6.012087498610311,6.245957543067783,7.070094719156747,6.901790803685269,6.6016535056329815,6.697904106966646,8.011895204295726,7.339550657198206,6.479839753932912,26.931342130801923,6.135546544741502,5.572337531909992,11.278271813463476,14.793775617133369,29.124385859620105,13.367077677936903,11.110802642418548,10.594127820898636,9.731558568528948,17.28,37.79,20.54,19.38,5.01,37.31,62.69,2.072538860103627,58.442172812,41.557827188000005
카레공방,1170,280,890,39.0,465,25286,43,2681,511,28107,160,1080.0,39.74358974358975,3.675213675213676,43.67521367521368,4650,4450,5160,5210,6800,7260,8370,7.620208563110413,7.948999689273998,7.801920235618512,7.990991672342488,7.674294409345945,8.043258367447079,8.893999845,9.797873088631489,9.465191209950508,8.863664147069768,8.503815398319363,7.395783373824501,14.333160363151933,15.191940299086252,15.232209134172775,15.084195846609088,14.453497779217178,12.795152112684448,12.90984446507832,5.47,28.12,31.73,24.29,10.39,35.89,64.11,4.795486600846263,30.27972662,69.72027338
도산뚝배기,4740,890,3850,158.0,464,4928,8,429,474,5384,680,5120.0,9.789029536,0.1687763713080168,10.0,0,0,0,0,0,18300,230400,5.776914696717817,9.285960650969864,3.7383522634586206,3.8567729627521232,4.246401452830123,16.0128055,13.585084983133273,9.391674732240183,12.980900664361258,8.575914153873548,5.579686430641206,6.969531509691899,17.600575053279695,13.883942324006089,14.62474017388998,12.692131620224623,11.886818368146784,13.611848241177004,15.699944219275816,1.5,22.36,34.35,25.5,16.29,45.2,54.8,10.372608257804632,63.9653796,36.0346204
모던오뎅,6290,840,5450,209.66666666666663,464,14630,27,1048,493,15756,710,4740.0,7.376788553259142,0.4292527821939587,7.837837837837839,0,0,0,17400,26600,37200,56600,9.9305103196175,9.901783517193415,7.546173172109468,6.299951708783118,6.701870866042234,6.431005586314223,8.477027103,6.804660490963163,5.807812579681013,8.662849707033313,12.18677369198556,11.249581257632906,14.03972951303268,13.973617183599726,14.468406613383756,14.804906953099742,16.153130454068112,15.2302528,11.329956480601489,3.31,40.15,37.87,13.84,4.83,28.4,71.6,7.611386138613861,78.3544134,21.6455866
삼미식당,8500,1160,7340,283.3333333333333,464,21674,71,3960,538,25762,1340,11260.0,5.458823529411765,0.8352941176470589,6.329411764705882,64400,73600,79400,357100,200400,121600,96200,8.029747331350183,6.990434898358861,6.1792685543836985,8.581930724670107,8.626217998302193,7.616328432443099,9.686729823697515,9.442749973952036,7.615113066683294,9.993443671067494,8.571903182,8.666132343,14.102769057797124,13.947833825234843,13.969705154567713,13.856115129845715,14.184211675021102,14.75270283871723,15.186662318816255,4.09,36.02,28.34,19.82,11.73,33.13,66.87,12.642487046632125,74.57985414999999,25.420145850000004
핫쵸,5970,860,5110,199.0,463,9061,22,1542,487,10656,730,5460.0,7.755443886097152,0.3685092127303182,8.157453936348409,3080,390,20,20,0,35700,94800,9.715148366685176,8.791283662,8.195521763902281,10.57674018072907,9.863948077253104,6.778171230880608,7.0168045634349525,7.292952505406452,7.005100226980261,6.896346084666019,7.926714006054432,9.941269332177097,10.13835558068286,13.517838124589725,14.35781716040278,14.506595574562308,16.097249824048536,16.044572494239603,15.33757124147419,9.02,58.79,23.44,6.14,2.6,23.29,76.71,3.490566037735849,81.27035913,18.72964087
6CASA,390,70,320,13.0,461,40437,1638,18002,2109,58731,90,720.0,118.2051282051282,420.0,540.7692307692308,0,0,0,0,4010,6780,6840,6.238649202796691,9.401894722129803,8.019752137,9.244349924246997,8.900504552256935,9.976039004189747,8.373231611159111,7.284503168749187,7.350990310575215,7.889378827415651,8.858774326,8.461932213,14.691434514497342,14.79275430130864,14.527391279345249,15.238819562053616,16.02237564582415,13.236843613485542,11.49038108348547,2.8,23.08,40.56,15.73,17.83,37.76,62.24,1.257861635220126,83.2777206,16.722279400000005
우수살롱,810,50,760,27.0,461,26856,70,6405,534,33427,180,2220.0,56.913580246913575,8.641975308641975,65.92592592592592,0,0,0,0,6740,8430,15800,10.836858272787982,8.670969743885667,7.5115176486644595,6.423030187,7.500272518605136,7.985574651987632,7.566944265277255,7.719565264763882,6.376203332829376,7.307865516693745,8.164915669,13.93628293,13.445817143344884,12.647871165380758,12.931266770747726,13.46166695545661,14.73263685221681,17.836715903831582,14.944025209021628,12.5,65.71,13.78,5.61,2.4,19.71,80.29,3.173374613003096,84.4458114,15.554188600000003
돈부리 파스타,5000,330,4670,166.66666666666666,460,21451,10,1254,472,22819,820,7030.0,9.2,0.2,9.44,10,20,10,10,62000,205300,148800,10.38290750176554,10.452623390957,8.145180430174891,8.205349852,7.295305812428214,6.84303759,7.329919974,7.740225326809272,8.066653889,7.640275791215287,7.960890523047436,9.937629918720727,12.576545072883953,12.471927004043229,13.128189224715983,13.33484347674897,14.78015746645059,17.560170708149588,16.14816705,32.37,41.91,13.99,7.46,4.27,22.34,77.66,2.798789712556732,78.47585829599998,21.52414170400001
심원,2660,420,2240,88.66666666666667,459,39973,266,23248,729,63537,400,3240.0,17.25563909774436,10.0,27.406015037593985,13800,16300,18800,24600,31500,29500,29700,8.000691148217832,8.438606140169446,7.617341579368662,9.180220548789702,8.295496796946564,8.153672571989926,8.415773118,8.296008487,7.869666339069581,8.483333063147146,7.763891447594299,9.485298760174771,14.711186313526644,14.320570414316814,14.650269921768292,14.70460467946662,14.102319891186776,13.63238304132388,13.878665738410971,6.52,31.14,29.52,18.52,14.29,40.19,59.81,1.6580310880829014,85.755319,14.244681000000002
카레나이스,610,120,490,20.33333333333333,459,16070,29,1537,490,17695,120,870.0,75.24590163934425,4.754098360655737,80.32786885245902,0,0,0,0,2310,6750,6550,8.43053578,8.560229131,8.461462453,8.321082659844762,7.124462711335065,5.734898491452322,8.581417916168853,9.972362175541749,8.911851705189417,9.391056294039624,8.477725709042387,8.032914973638285,15.056952082028904,16.0164402,14.375605249038598,15.16298516972299,15.703681195465071,12.58016687806574,11.104169221670796,8.02,39.64,33.41,15.14,3.79,22.49,77.51,3.277236492471213,77.3620236,22.637976400000003
가화만사성,24760,3460,21300,825.3333333333334,458,46779,309,21921,771,69043,5300,45500.0,1.8497576736672048,1.2479806138933762,3.113893376,17526200,459500,358800,398300,410800,454500,379300,2.1995658695404705,11.097341162201747,11.824797718543246,9.786409511843411,17.528332138031345,13.191730629153792,17.04160067389548,11.585753797467076,1.7841852777846825,1.1178191270809097,1.0613232537037165,1.7811408407541258,14.521945200584463,6.009921642964676,4.544325480793856,5.197472618377027,6.536431269915726,23.195959447086885,39.99394434027736,7.74,22.66,31.3,22.43,15.88,45.25,54.75,13.333333333333334,85.755319,14.244681000000002
